"","Gender","Own_car","Own_realty","No_children","Income","Income_type","Education","Marital_status","Housing_type","DateOfBirth","DateOfEmployed","Workphone","Phone","Email","Occupation","No_family_members","Risk_user"
"1221","Female","0","0",0,256500,"Commercial associate","Higher education","Married","House / apartment","1939-04-22","1962-12-24","0","0","1","HR staff",2,"0"
"1222","Female","0","0",0,256500,"Commercial associate","Higher education","Married","House / apartment","1939-04-22","1962-12-24","0","0","1","HR staff",2,"0"
"1223","Female","0","1",1,135000,"Commercial associate","Secondary","Married","House / apartment","1932-09-20","1962-06-24","0","0","0","Waiters/barmen staff",3,"0"
"1224","Male","1","1",0,126000,"Working","Higher education","Married","House / apartment","1920-02-19","1960-05-25","0","0","1","Sales staff",2,"0"
"1225","Male","1","1",0,126000,"Working","Higher education","Married","House / apartment","1920-02-19","1960-05-25","0","0","1","Sales staff",2,"0"
"1226","Male","1","1",0,126000,"Working","Higher education","Married","House / apartment","1920-02-19","1960-05-25","0","0","1","Sales staff",2,"0"
"1227","Female","0","1",0,67500,"Working","Secondary","Separated","Municipal apartment","1933-10-17","1967-09-25","1","0","0","Sales staff",1,"0"
"1228","Female","0","1",0,67500,"Working","Secondary","Separated","Municipal apartment","1933-10-17","1967-09-25","1","0","0","Sales staff",1,"0"
"1229","Male","1","1",0,225000,"Commercial associate","Secondary","Single","House / apartment","1920-08-06","1965-01-22","0","0","0","Drivers",1,"1"
"1230","Male","1","0",1,270000,"Working","Incomplete higher","Married","House / apartment","1928-10-15","1960-09-24","0","0","0","Managers",3,"0"
"1231","Male","1","0",1,270000,"Working","Incomplete higher","Married","House / apartment","1928-10-15","1960-09-24","0","0","0","Managers",3,"0"
"1232","Female","0","1",0,121500,"Commercial associate","Higher education","Single","Rented apartment","1939-07-25","1959-05-26","1","0","0","Sales staff",1,"0"
"1233","Female","0","1",0,121500,"Commercial associate","Higher education","Single","Rented apartment","1939-07-25","1959-05-26","1","0","0","Sales staff",1,"0"
"1234","Female","0","1",0,121500,"Commercial associate","Higher education","Single","Rented apartment","1939-07-25","1959-05-26","1","0","0","Sales staff",1,"0"
"1235","Female","0","1",0,90000,"Working","Secondary","Married","House / apartment","1915-01-16","1969-05-25","0","0","0","Medicine staff",2,"1"
"1236","Female","0","1",0,90000,"Working","Secondary","Married","House / apartment","1915-01-16","1969-05-25","0","0","0","Medicine staff",2,"1"
"1237","Female","0","1",0,90000,"Working","Secondary","Married","House / apartment","1915-01-16","1969-05-25","0","0","0","Medicine staff",2,"1"
"1238","Female","0","1",0,90000,"Working","Secondary","Married","House / apartment","1915-01-16","1969-05-25","0","0","0","Medicine staff",2,"0"
"1239","Female","0","1",0,90000,"Working","Secondary","Married","House / apartment","1915-01-16","1969-05-25","0","0","0","Medicine staff",2,"1"
"1240","Female","0","1",0,90000,"Working","Secondary","Married","House / apartment","1915-01-16","1969-05-25","0","0","0","Medicine staff",2,"1"
"1241","Female","0","1",0,90000,"Working","Secondary","Married","House / apartment","1915-01-16","1969-05-25","0","0","0","Medicine staff",2,"0"
"1242","Female","0","1",0,90000,"Working","Secondary","Married","House / apartment","1915-01-16","1969-05-25","0","0","0","Medicine staff",2,"1"
"1243","Female","0","1",0,90000,"Working","Secondary","Married","House / apartment","1915-01-16","1969-05-25","0","0","0","Medicine staff",2,"1"
"1244","Female","0","1",0,90000,"Working","Secondary","Married","House / apartment","1915-01-16","1969-05-25","0","0","0","Medicine staff",2,"0"
"1245","Female","0","1",0,90000,"Working","Secondary","Married","House / apartment","1915-01-16","1969-05-25","0","0","0","Medicine staff",2,"1"
"1246","Female","1","1",0,157500,"Working","Secondary","Married","House / apartment","1940-08-09","1964-04-24","0","0","1","Sales staff",2,"0"
"1247","Female","1","1",0,157500,"Working","Secondary","Married","House / apartment","1940-08-09","1964-04-24","0","0","1","Sales staff",2,"0"
"1248","Female","1","1",0,157500,"Working","Secondary","Married","House / apartment","1940-08-09","1964-04-24","0","0","1","Sales staff",2,"0"
"1249","Female","1","1",0,157500,"Working","Secondary","Married","House / apartment","1940-08-09","1964-04-24","0","0","1","Sales staff",2,"0"
"1250","Female","1","1",0,157500,"Working","Secondary","Married","House / apartment","1940-08-09","1964-04-24","0","0","1","Sales staff",2,"0"
"1251","Female","1","1",0,157500,"Working","Secondary","Married","House / apartment","1940-08-09","1964-04-24","0","0","1","Sales staff",2,"0"
"1252","Female","1","1",0,157500,"Working","Secondary","Married","House / apartment","1940-08-09","1964-04-24","0","0","1","Sales staff",2,"0"
"1253","Female","1","1",0,157500,"Working","Secondary","Married","House / apartment","1940-08-09","1964-04-24","0","0","1","Sales staff",2,"0"
"1254","Female","1","1",0,157500,"Working","Secondary","Married","House / apartment","1940-08-09","1964-04-24","0","0","1","Sales staff",2,"1"
"1255","Female","1","1",0,157500,"Working","Secondary","Married","House / apartment","1940-08-09","1964-04-24","0","0","1","Sales staff",2,"0"
"1256","Female","1","1",0,135000,"Working","Secondary","Married","House / apartment","1937-02-02","1969-08-24","0","1","1","Sales staff",2,"1"
"1257","Female","1","1",0,135000,"Working","Secondary","Married","House / apartment","1937-02-02","1969-08-24","0","1","1","Sales staff",2,"0"
"1258","Female","1","1",0,135000,"Working","Secondary","Married","House / apartment","1937-02-02","1969-08-24","0","1","1","Sales staff",2,"0"
"1259","Female","1","1",0,135000,"Working","Secondary","Married","House / apartment","1937-02-02","1969-08-24","0","1","1","Sales staff",2,"0"
"1260","Female","1","1",0,135000,"Working","Secondary","Married","House / apartment","1937-02-02","1969-08-24","0","1","1","Sales staff",2,"0"
"1261","Male","1","1",2,99000,"State servant","Secondary","Married","With parents","1924-09-01","1961-02-22","0","0","0","Drivers",4,"0"
"1262","Male","1","1",2,99000,"State servant","Secondary","Married","With parents","1924-09-01","1961-02-22","0","0","0","Drivers",4,"0"
"1263","Male","1","1",2,99000,"State servant","Secondary","Married","With parents","1924-09-01","1961-02-22","0","0","0","Drivers",4,"0"
"1264","Male","1","1",2,99000,"State servant","Secondary","Married","With parents","1924-09-01","1961-02-22","0","0","0","Drivers",4,"0"
"1265","Male","1","1",2,99000,"State servant","Secondary","Married","With parents","1924-09-01","1961-02-22","0","0","0","Drivers",4,"0"
"1266","Male","1","1",2,99000,"State servant","Secondary","Married","With parents","1924-09-01","1961-02-22","0","0","0","Drivers",4,"0"
"1267","Female","0","1",0,292500,"Working","Secondary","Civil marriage","House / apartment","1924-08-02","1967-03-25","0","0","1","Sales staff",2,"0"
"1268","Female","0","1",0,292500,"Working","Secondary","Civil marriage","House / apartment","1924-08-02","1967-03-25","0","0","1","Sales staff",2,"0"
"1269","Male","1","1",2,697500,"Commercial associate","Higher education","Separated","House / apartment","1931-03-03","1955-07-04","0","0","0","Sales staff",3,"0"
"1270","Male","1","1",2,697500,"Commercial associate","Higher education","Separated","House / apartment","1931-03-03","1955-07-04","0","0","0","Sales staff",3,"0"
"1271","Female","0","1",0,135000,"Commercial associate","Secondary","Married","House / apartment","1919-08-03","1955-10-04","0","0","0","Sales staff",2,"0"
"1272","Female","0","1",0,135000,"Commercial associate","Secondary","Married","House / apartment","1919-08-03","1955-10-04","0","0","0","Sales staff",2,"0"
"1273","Female","0","1",0,135000,"Commercial associate","Secondary","Married","House / apartment","1919-08-03","1955-10-04","0","0","0","Sales staff",2,"1"
"1274","Female","0","1",0,202500,"Commercial associate","Secondary","Married","Municipal apartment","1918-06-26","1967-01-03","0","0","0","Laborers",2,"0"
"1275","Female","0","1",0,202500,"Commercial associate","Secondary","Married","Municipal apartment","1918-06-26","1967-01-03","0","0","0","Laborers",2,"0"
"1276","Female","0","1",0,202500,"Commercial associate","Secondary","Married","Municipal apartment","1918-06-26","1967-01-03","0","0","0","Laborers",2,"0"
"1277","Female","0","1",0,202500,"Commercial associate","Secondary","Married","Municipal apartment","1918-06-26","1967-01-03","0","0","0","Laborers",2,"0"
"1278","Female","0","1",0,202500,"Commercial associate","Secondary","Married","Municipal apartment","1918-06-26","1967-01-03","0","0","0","Laborers",2,"0"
"1279","Male","0","1",0,135000,"Working","Secondary","Single","House / apartment","1935-06-08","1955-07-04","0","0","0","Laborers",1,"0"
"1280","Male","0","1",0,135000,"Working","Secondary","Single","House / apartment","1935-06-08","1955-07-04","0","0","0","Laborers",1,"1"
"1281","Male","1","1",1,112500,"Working","Secondary","Married","House / apartment","1923-04-11","1969-05-03","0","0","0","Drivers",3,"1"
"1282","Male","1","1",1,112500,"Working","Secondary","Married","House / apartment","1923-04-11","1969-05-03","0","0","0","Drivers",3,"0"
"1283","Male","1","1",1,112500,"Working","Secondary","Married","House / apartment","1923-04-11","1969-05-03","0","0","0","Drivers",3,"0"
"1284","Male","1","1",1,112500,"Working","Secondary","Married","House / apartment","1923-04-11","1969-05-03","0","0","0","Drivers",3,"1"
"1285","Female","0","1",0,202500,"Working","Secondary","Widow","House / apartment","1914-08-16","1955-03-05","0","0","0","Core staff",1,"0"
"1286","Female","0","1",0,202500,"Working","Secondary","Widow","House / apartment","1914-08-16","1955-03-05","0","0","0","Core staff",1,"0"
"1287","Female","0","1",0,202500,"Working","Secondary","Widow","House / apartment","1914-08-16","1955-03-05","0","0","0","Core staff",1,"0"
"1288","Female","0","1",1,675000,"Commercial associate","Higher education","Married","House / apartment","1926-08-17","1966-03-05","0","1","0","Sales staff",3,"0"
"1289","Female","0","1",1,675000,"Commercial associate","Higher education","Married","House / apartment","1926-08-17","1966-03-05","0","1","0","Sales staff",3,"0"
"1290","Female","0","1",1,675000,"Commercial associate","Higher education","Married","House / apartment","1926-08-17","1966-03-05","0","1","0","Sales staff",3,"0"
"1291","Female","0","1",1,675000,"Commercial associate","Higher education","Married","House / apartment","1926-08-17","1966-03-05","0","1","0","Sales staff",3,"0"
"1292","Female","0","1",1,675000,"Commercial associate","Higher education","Married","House / apartment","1926-08-17","1966-03-05","0","1","0","Sales staff",3,"0"
"1293","Female","0","1",1,675000,"Commercial associate","Higher education","Married","House / apartment","1926-08-17","1966-03-05","0","1","0","Sales staff",3,"0"
"1294","Female","0","1",1,675000,"Commercial associate","Higher education","Married","House / apartment","1926-08-17","1966-03-05","0","1","0","Sales staff",3,"0"
"1295","Female","0","1",1,675000,"Commercial associate","Higher education","Married","House / apartment","1926-08-17","1966-03-05","0","1","0","Sales staff",3,"0"
"1296","Male","0","1",1,112500,"Commercial associate","Secondary","Married","House / apartment","1920-11-24","1969-01-03","0","1","0","Laborers",3,"0"
"1297","Male","1","1",1,675000,"Working","Higher education","Married","House / apartment","1925-04-09","1957-04-05","1","1","0","Managers",3,"0"
"1298","Male","1","1",1,675000,"Working","Higher education","Married","House / apartment","1925-04-09","1957-04-05","1","1","0","Managers",3,"0"
"1299","Male","1","1",1,675000,"Working","Higher education","Married","House / apartment","1925-04-09","1957-04-05","1","1","0","Managers",3,"0"
"1300","Female","1","1",0,90000,"Working","Secondary","Married","House / apartment","1918-02-13","1967-04-05","1","1","0","Cooking staff",2,"1"
"1301","Female","1","1",0,90000,"Working","Secondary","Married","House / apartment","1918-02-13","1967-04-05","1","1","0","Cooking staff",2,"0"
"1302","Female","1","1",0,90000,"Working","Secondary","Married","House / apartment","1918-02-13","1967-04-05","1","1","0","Cooking staff",2,"1"
"1303","Female","1","1",0,90000,"Working","Secondary","Married","House / apartment","1918-02-13","1967-04-05","1","1","0","Cooking staff",2,"0"
"1304","Female","1","1",0,90000,"Working","Secondary","Married","House / apartment","1918-02-13","1967-04-05","1","1","0","Cooking staff",2,"1"
"1305","Female","0","0",0,180000,"Commercial associate","Secondary","Single","House / apartment","1942-03-28","1963-01-27","0","0","0","Cooking staff",1,"0"
"1306","Female","0","0",0,180000,"Commercial associate","Secondary","Single","House / apartment","1942-03-28","1963-01-27","0","0","0","Cooking staff",1,"0"
"1307","Female","0","0",0,180000,"Commercial associate","Secondary","Single","House / apartment","1942-03-28","1963-01-27","0","0","0","Cooking staff",1,"0"
"1308","Female","0","0",0,180000,"Commercial associate","Secondary","Single","House / apartment","1942-03-28","1963-01-27","0","0","0","Cooking staff",1,"0"
"1309","Male","1","1",0,112500,"Commercial associate","Secondary","Married","House / apartment","1928-06-18","1963-07-03","0","1","0","Sales staff",2,"0"
"1310","Female","0","0",0,225000,"State servant","Higher education","Single","With parents","1941-03-17","1965-01-26","0","0","0","Core staff",1,"1"
"1311","Female","0","0",0,225000,"Working","Higher education","Separated","House / apartment","1934-09-03","1958-03-28","0","1","0","Laborers",1,"0"
"1312","Female","0","0",0,225000,"Working","Higher education","Separated","House / apartment","1934-09-03","1958-03-28","0","1","0","Laborers",1,"0"
"1313","Female","0","0",0,225000,"Working","Higher education","Separated","House / apartment","1934-09-03","1958-03-28","0","1","0","Laborers",1,"0"
"1314","Male","1","1",1,225000,"Working","Secondary","Married","House / apartment","1932-09-16","1966-12-01","0","0","0","Drivers",3,"0"
"1315","Male","1","1",1,225000,"Working","Secondary","Married","House / apartment","1932-09-16","1966-12-01","0","0","0","Drivers",3,"0"
"1316","Male","1","1",1,225000,"Working","Secondary","Married","House / apartment","1932-09-16","1966-12-01","0","0","0","Drivers",3,"0"
"1317","Male","1","1",1,225000,"Working","Secondary","Married","House / apartment","1932-09-16","1966-12-01","0","0","0","Drivers",3,"1"
"1318","Male","1","1",1,225000,"State servant","Higher education","Married","House / apartment","1935-01-22","1963-10-30","0","1","0","Core staff",3,"0"
"1319","Male","1","1",1,225000,"State servant","Higher education","Married","House / apartment","1935-01-22","1963-10-30","0","1","0","Core staff",3,"0"
"1320","Male","1","1",1,225000,"State servant","Higher education","Married","House / apartment","1935-01-22","1963-10-30","0","1","0","Core staff",3,"0"
"1321","Male","1","1",1,225000,"State servant","Higher education","Married","House / apartment","1935-01-22","1963-10-30","0","1","0","Core staff",3,"0"
"1322","Male","1","1",1,225000,"State servant","Higher education","Married","House / apartment","1935-01-22","1963-10-30","0","1","0","Core staff",3,"0"
"1323","Male","1","0",0,310500,"Working","Higher education","Single","House / apartment","1942-10-25","1968-02-27","0","0","0","Laborers",1,"0"
"1324","Male","1","0",0,310500,"Working","Higher education","Single","House / apartment","1942-10-25","1968-02-27","0","0","0","Laborers",1,"0"
"1325","Male","1","0",0,310500,"Working","Higher education","Single","House / apartment","1942-10-25","1968-02-27","0","0","0","Laborers",1,"0"
"1326","Male","1","0",0,310500,"Working","Higher education","Single","House / apartment","1942-10-25","1968-02-27","0","0","0","Laborers",1,"0"
"1327","Male","1","0",0,310500,"Working","Higher education","Single","House / apartment","1942-10-25","1968-02-27","0","0","0","Laborers",1,"0"
"1328","Male","1","0",0,310500,"Working","Higher education","Single","House / apartment","1942-10-25","1968-02-27","0","0","0","Laborers",1,"1"
"1329","Male","1","0",0,310500,"Working","Higher education","Single","House / apartment","1942-10-25","1968-02-27","0","0","0","Laborers",1,"0"
"1330","Male","1","0",0,310500,"Working","Higher education","Single","House / apartment","1942-10-25","1968-02-27","0","0","0","Laborers",1,"0"
"1331","Male","1","0",0,310500,"Working","Higher education","Single","House / apartment","1942-10-25","1968-02-27","0","0","0","Laborers",1,"0"
"1332","Female","0","1",2,112500,"Working","Higher education","Civil marriage","House / apartment","1940-03-18","1969-09-01","0","0","0","Sales staff",4,"1"
"1333","Female","0","1",2,112500,"Working","Higher education","Civil marriage","House / apartment","1940-03-18","1969-09-01","0","0","0","Sales staff",4,"0"
"1334","Female","0","1",1,225000,"Working","Higher education","Civil marriage","House / apartment","1940-12-20","1963-07-03","0","0","0","Sales staff",3,"1"
"1335","Female","0","1",1,225000,"Working","Higher education","Civil marriage","House / apartment","1940-12-20","1963-07-03","0","0","0","Sales staff",3,"0"
"1336","Female","0","1",1,67500,"Commercial associate","Higher education","Married","House / apartment","1935-12-01","1965-12-27","0","0","0","Laborers",3,"0"
"1337","Female","0","1",1,67500,"Commercial associate","Higher education","Married","House / apartment","1935-12-01","1965-12-27","0","0","0","Laborers",3,"0"
"1338","Female","0","1",1,67500,"Commercial associate","Higher education","Married","House / apartment","1935-12-01","1965-12-27","0","0","0","Laborers",3,"0"
"1339","Female","0","1",0,157500,"Working","Secondary","Married","House / apartment","1919-06-22","1951-05-30","0","0","0","Managers",2,"0"
"1340","Female","0","1",0,157500,"Working","Secondary","Married","House / apartment","1919-06-22","1951-05-30","0","0","0","Managers",2,"0"
"1341","Female","0","1",0,157500,"Working","Secondary","Married","House / apartment","1919-06-22","1951-05-30","0","0","0","Managers",2,"0"
"1342","Female","0","1",0,157500,"Working","Secondary","Married","House / apartment","1919-06-22","1951-05-30","0","0","0","Managers",2,"0"
"1343","Female","0","1",0,157500,"Working","Secondary","Married","House / apartment","1919-06-22","1951-05-30","0","0","0","Managers",2,"0"
"1344","Female","0","0",0,135000,"Working","Secondary","Single","House / apartment","1917-08-26","1967-12-28","0","0","0","Sales staff",1,"0"
"1345","Female","0","0",0,135000,"Working","Incomplete higher","Single","Rented apartment","1938-08-29","1964-07-29","0","0","0","Accountants",1,"1"
"1346","Female","0","0",0,135000,"Working","Incomplete higher","Single","Rented apartment","1938-08-29","1964-07-29","0","0","0","Accountants",1,"1"
"1347","Female","1","1",1,270000,"Working","Secondary","Married","House / apartment","1930-04-09","1957-06-02","0","0","0","Laborers",3,"0"
"1348","Female","1","1",1,270000,"Working","Secondary","Married","House / apartment","1930-04-09","1957-06-02","0","0","0","Laborers",3,"0"
"1349","Female","1","1",1,270000,"Working","Secondary","Married","House / apartment","1930-04-09","1957-06-02","0","0","0","Laborers",3,"0"
"1350","Female","1","1",1,270000,"Working","Secondary","Married","House / apartment","1930-04-09","1957-06-02","0","0","0","Laborers",3,"0"
"1351","Female","1","1",1,270000,"Working","Secondary","Married","House / apartment","1930-04-09","1957-06-02","0","0","0","Laborers",3,"0"
"1352","Female","0","1",1,157500,"Working","Secondary","Married","House / apartment","1927-04-23","1968-01-27","0","0","0","Cooking staff",3,"0"
"1353","Female","1","1",1,180000,"Commercial associate","Higher education","Married","House / apartment","1937-06-02","1969-07-02","0","0","1","Core staff",3,"0"
"1354","Female","1","1",1,180000,"Commercial associate","Higher education","Married","House / apartment","1937-06-02","1969-07-02","0","0","1","Core staff",3,"0"
"1355","Female","1","1",1,180000,"Commercial associate","Higher education","Married","House / apartment","1937-06-02","1969-07-02","0","0","1","Core staff",3,"0"
"1356","Female","1","1",1,180000,"Commercial associate","Higher education","Married","House / apartment","1937-06-02","1969-07-02","0","0","1","Core staff",3,"0"
"1357","Female","1","1",1,180000,"Commercial associate","Higher education","Married","House / apartment","1937-06-02","1969-07-02","0","0","1","Core staff",3,"0"
"1358","Female","1","1",1,180000,"Commercial associate","Higher education","Married","House / apartment","1937-06-02","1969-07-02","0","0","1","Core staff",3,"0"
"1359","Female","0","1",0,90000,"Working","Higher education","Single","House / apartment","1928-01-13","1966-04-01","0","0","1","Core staff",1,"0"
"1360","Female","0","1",0,90000,"Working","Higher education","Single","House / apartment","1928-01-13","1966-04-01","0","0","1","Core staff",1,"0"
"1361","Female","0","1",0,90000,"Working","Higher education","Single","House / apartment","1928-01-13","1966-04-01","0","0","1","Core staff",1,"0"
"1362","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1363","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1364","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1365","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1366","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1367","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"1"
"1368","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1369","Male","0","1",0,270000,"Working","Secondary","Single","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"1"
"1370","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1371","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1372","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1373","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1374","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"1"
"1375","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1376","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1377","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1378","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1379","Male","0","1",0,270000,"Working","Secondary","Married","House / apartment","1923-09-29","1969-04-28","0","0","0","Laborers",2,"0"
"1380","Female","0","1",0,90000,"State servant","Higher education","Married","House / apartment","1921-05-11","1959-08-03","0","0","0","Cooking staff",2,"0"
"1381","Female","0","1",0,90000,"State servant","Higher education","Married","House / apartment","1921-05-11","1959-08-03","0","0","0","Cooking staff",2,"0"
"1382","Female","0","1",0,90000,"State servant","Higher education","Married","House / apartment","1921-05-11","1959-08-03","0","0","0","Cooking staff",2,"0"
"1383","Female","0","1",0,90000,"State servant","Higher education","Married","House / apartment","1921-05-11","1959-08-03","0","0","0","Cooking staff",2,"0"
"1384","Female","0","1",0,90000,"State servant","Higher education","Married","House / apartment","1921-05-11","1959-08-03","0","0","0","Cooking staff",2,"0"
"1385","Female","0","1",0,90000,"State servant","Higher education","Married","House / apartment","1921-05-11","1959-08-03","0","0","0","Cooking staff",2,"0"
"1386","Female","0","1",0,90000,"State servant","Higher education","Married","House / apartment","1921-05-11","1959-08-03","0","0","0","Cooking staff",2,"0"
"1387","Female","0","1",0,90000,"State servant","Higher education","Married","House / apartment","1921-05-11","1959-08-03","0","0","0","Cooking staff",2,"0"
"1388","Female","0","1",0,90000,"State servant","Higher education","Married","House / apartment","1921-05-11","1959-08-03","0","0","0","Cooking staff",2,"0"
"1389","Female","0","1",0,90000,"State servant","Higher education","Married","House / apartment","1921-05-11","1959-08-03","0","0","0","Cooking staff",2,"0"
"1390","Male","0","1",0,112500,"Working","Secondary","Civil marriage","House / apartment","1929-02-05","1965-07-02","0","0","0","Laborers",2,"0"
"1391","Female","1","1",0,315000,"Working","Secondary","Civil marriage","House / apartment","1931-03-15","1964-03-02","0","0","0","Sales staff",2,"1"
"1392","Male","1","0",0,225000,"Working","Secondary","Married","House / apartment","1915-04-28","1951-11-27","0","0","0","Laborers",2,"0"
"1393","Male","1","0",0,225000,"Working","Secondary","Married","House / apartment","1915-04-28","1951-11-27","0","0","0","Laborers",2,"1"
"1394","Female","0","1",2,67500,"State servant","Incomplete higher","Married","With parents","1933-09-13","1969-06-02","0","0","0","Core staff",4,"0"
"1395","Female","0","1",2,67500,"State servant","Incomplete higher","Married","With parents","1933-09-13","1969-06-02","0","0","0","Core staff",4,"0"
"1396","Female","0","1",2,67500,"State servant","Incomplete higher","Married","With parents","1933-09-13","1969-06-02","0","0","0","Core staff",4,"0"
"1397","Male","1","0",0,225000,"Working","Secondary","Married","House / apartment","1915-04-28","1951-11-27","0","0","0","Laborers",2,"0"
"1398","Male","1","0",0,225000,"Working","Secondary","Married","House / apartment","1915-04-28","1951-11-27","0","0","0","Laborers",2,"1"
"1399","Male","1","0",0,225000,"Working","Secondary","Married","House / apartment","1915-04-28","1951-11-27","0","0","0","Laborers",2,"0"
"1400","Male","1","0",0,225000,"Working","Secondary","Married","House / apartment","1915-04-28","1951-11-27","0","0","0","Laborers",2,"1"
"1401","Male","0","1",0,270000,"Commercial associate","Secondary","Married","House / apartment","1919-06-24","1949-06-02","0","0","0","Drivers",2,"0"
"1402","Male","0","1",0,270000,"Commercial associate","Secondary","Married","House / apartment","1919-06-24","1949-06-02","0","0","0","Drivers",2,"0"
"1403","Male","0","1",0,270000,"Commercial associate","Secondary","Married","House / apartment","1919-06-24","1949-06-02","0","0","0","Drivers",2,"0"
"1404","Male","0","1",0,270000,"Commercial associate","Secondary","Married","House / apartment","1919-06-24","1949-06-02","0","0","0","Drivers",2,"0"
"1405","Female","0","1",0,247500,"Working","Higher education","Married","House / apartment","1909-06-30","1968-06-02","0","0","1","Managers",2,"0"
"1406","Female","0","1",0,247500,"Working","Higher education","Married","House / apartment","1909-06-30","1968-06-02","0","0","1","Managers",2,"1"
"1407","Female","0","1",0,247500,"Working","Higher education","Married","House / apartment","1909-06-30","1968-06-02","0","0","1","Managers",2,"0"
"1408","Female","0","1",0,247500,"Working","Higher education","Married","House / apartment","1909-06-30","1968-06-02","0","0","1","Managers",2,"0"
"1409","Female","0","1",0,247500,"Working","Higher education","Married","House / apartment","1909-06-30","1968-06-02","0","0","1","Managers",2,"0"
"1410","Female","0","1",0,247500,"Working","Higher education","Married","House / apartment","1909-06-30","1968-06-02","0","0","1","Managers",2,"1"
"1411","Female","0","1",0,247500,"Working","Higher education","Married","House / apartment","1909-06-30","1968-06-02","0","0","1","Managers",2,"0"
"1412","Female","0","1",0,247500,"Working","Higher education","Married","House / apartment","1909-06-30","1968-06-02","0","0","1","Managers",2,"0"
"1413","Female","0","1",0,247500,"Working","Higher education","Married","House / apartment","1909-06-30","1968-06-02","0","0","1","Managers",2,"0"
"1414","Female","0","1",0,247500,"Working","Higher education","Married","House / apartment","1909-06-30","1968-06-02","0","0","1","Managers",2,"0"
"1415","Female","0","1",0,247500,"Working","Higher education","Married","House / apartment","1909-06-30","1968-06-02","0","0","1","Managers",2,"0"
"1416","Female","0","1",0,270000,"Working","Secondary","Married","House / apartment","1915-01-24","1959-01-31","1","1","0","Private service staff",2,"0"
"1417","Female","0","1",0,270000,"Working","Secondary","Married","House / apartment","1915-01-24","1959-01-31","1","1","0","Private service staff",2,"0"
"1418","Female","0","1",0,270000,"Working","Secondary","Married","House / apartment","1915-01-24","1959-01-31","1","1","0","Private service staff",2,"0"
"1419","Female","0","1",0,270000,"Working","Secondary","Married","House / apartment","1915-01-24","1959-01-31","1","1","0","Private service staff",2,"0"
"1420","Female","0","1",0,270000,"Working","Secondary","Married","House / apartment","1915-01-24","1959-01-31","1","1","0","Private service staff",2,"0"
"1421","Female","0","1",0,270000,"Working","Secondary","Married","House / apartment","1915-01-24","1959-01-31","1","1","0","Private service staff",2,"0"
"1422","Female","0","1",0,270000,"Working","Secondary","Married","House / apartment","1915-01-24","1959-01-31","1","1","0","Private service staff",2,"0"
"1423","Female","0","1",0,270000,"Working","Secondary","Married","House / apartment","1915-01-24","1959-01-31","1","1","0","Private service staff",2,"0"
"1424","Female","0","1",0,270000,"Working","Secondary","Married","House / apartment","1915-01-24","1959-01-31","1","1","0","Private service staff",2,"0"
"1425","Female","0","1",0,126000,"Commercial associate","Higher education","Single","House / apartment","1918-03-28","1963-03-29","0","0","0","Sales staff",1,"0"
"1426","Female","0","1",0,126000,"Commercial associate","Higher education","Single","House / apartment","1918-03-28","1963-03-29","0","0","0","Sales staff",1,"1"
"1427","Female","0","1",0,126000,"Commercial associate","Higher education","Single","House / apartment","1918-03-28","1963-03-29","0","0","0","Sales staff",1,"1"
"1428","Male","0","1",1,270000,"State servant","Secondary","Married","House / apartment","1923-02-27","1968-12-27","0","0","0","Laborers",3,"0"
