"","ID","Gender","Own_car","Own_realty","No_children","Income","Marital_status","No_family_members","Risk_user"
"5064",5036010,1,1,1,1,135000,2,3,"0"
"5065",5036011,1,1,1,1,135000,2,3,"0"
"5066",5036012,1,1,1,1,135000,2,3,"0"
"5067",5036039,1,0,1,0,256500,2,2,"0"
"5068",5036040,1,0,1,0,256500,2,2,"0"
"5069",5036048,2,0,1,0,225000,2,2,"0"
"5070",5036049,2,0,1,0,225000,2,2,"0"
"5071",5036050,2,0,1,0,225000,2,2,"0"
"5072",5036051,2,0,1,0,225000,2,2,"0"
"5073",5036064,2,1,1,0,67500,2,2,"0"
"5074",5036065,2,1,1,0,67500,2,2,"0"
"5075",5036067,2,1,1,0,171000,2,2,"0"
"5076",5036073,2,0,1,2,153000,2,4,"0"
"5077",5036075,2,0,1,2,153000,2,4,"0"
"5078",5036077,2,0,1,2,153000,2,4,"0"
"5079",5036080,2,0,1,2,153000,2,4,"0"
"5080",5036081,2,0,1,2,153000,2,4,"0"
"5081",5036082,2,0,1,1,85500,2,3,"1"
"5082",5036083,2,0,1,1,85500,2,3,"1"
"5083",5036084,2,0,1,1,85500,2,3,"1"
"5084",5036085,2,0,1,1,85500,2,3,"1"
"5085",5036086,2,0,1,1,85500,2,3,"1"
"5086",5036087,2,0,1,1,85500,2,3,"1"
"5087",5036091,2,0,1,0,135000,2,2,"0"
"5088",5036092,2,0,1,0,135000,2,2,"0"
"5089",5036093,2,0,1,0,135000,2,2,"0"
"5090",5036095,2,0,1,0,135000,2,2,"0"
"5091",5036125,1,0,1,1,616500,2,3,"0"
"5092",5036126,1,0,1,1,616500,2,3,"0"
"5093",5036127,1,0,1,1,616500,2,3,"0"
"5094",5036128,1,0,1,1,616500,2,3,"0"
"5095",5036129,1,0,1,1,616500,2,3,"0"
"5096",5036130,1,0,1,1,616500,2,3,"0"
"5097",5036131,1,0,1,1,616500,2,3,"0"
"5098",5036132,1,0,1,1,616500,2,3,"0"
"5099",5036134,1,1,1,0,675000,2,2,"0"
"5100",5036135,1,1,1,0,675000,2,2,"0"
"5101",5036145,1,0,1,0,247500,2,2,"0"
"5102",5036146,1,0,1,0,247500,2,2,"0"
"5103",5036147,1,0,1,0,247500,2,2,"0"
"5104",5036156,1,1,1,0,135000,2,2,"0"
"5105",5036208,2,1,1,0,270000,2,2,"0"
"5106",5036215,2,0,1,0,99000,2,2,"0"
"5107",5036217,2,0,1,0,99000,2,2,"0"
"5108",5036218,2,0,1,0,99000,2,2,"0"
"5109",5036219,2,0,1,0,99000,2,2,"0"
"5110",5036220,2,0,1,0,99000,2,2,"0"
"5111",5036221,2,0,1,0,99000,2,2,"0"
"5112",5036245,2,0,1,2,225000,2,4,"0"
"5113",5036246,2,0,1,2,225000,2,4,"0"
"5114",5036247,2,0,1,2,225000,2,4,"0"
"5115",5036248,2,0,1,2,225000,2,4,"0"
"5116",5036250,2,0,1,2,225000,2,4,"0"
"5117",5036251,2,0,1,2,225000,2,4,"0"
"5118",5036252,2,0,1,2,225000,2,4,"0"
"5119",5036253,2,0,1,2,225000,2,4,"0"
"5120",5036254,2,0,1,2,225000,2,4,"0"
"5121",5036255,2,0,1,2,225000,2,4,"0"
"5122",5036256,2,0,1,2,225000,2,4,"0"
"5123",5036257,2,0,1,0,121500,2,2,"0"
"5124",5036258,2,0,1,0,121500,2,2,"0"
"5125",5036260,2,0,1,0,121500,2,2,"0"
"5126",5036274,2,0,1,0,306000,2,1,"0"
"5127",5036275,1,0,1,0,180000,2,2,"0"
"5128",5036276,1,0,1,0,180000,2,2,"0"
"5129",5036277,1,0,1,0,180000,2,2,"0"
"5130",5036278,1,0,1,0,180000,2,2,"0"
"5131",5036279,2,0,1,0,144000,2,1,"0"
"5132",5036280,2,0,1,0,144000,2,1,"0"
"5133",5036289,2,0,1,0,135000,2,1,"0"
"5134",5036290,2,0,1,0,135000,2,1,"0"
"5135",5036291,2,0,1,0,135000,2,1,"0"
"5136",5036293,2,0,1,0,135000,2,1,"0"
"5137",5036294,2,0,1,0,135000,2,1,"0"
"5138",5036295,2,1,1,0,117000,2,2,"0"
"5139",5036316,2,0,1,0,112500,NA,1,"0"
"5140",5036317,2,0,1,0,112500,NA,1,"0"
"5141",5036319,2,0,1,0,112500,NA,1,"0"
"5142",5036320,2,0,1,0,112500,NA,1,"0"
"5143",5036322,2,0,1,0,112500,NA,1,"0"
"5144",5036323,2,0,1,0,112500,NA,1,"0"
"5145",5036324,2,0,1,0,112500,NA,1,"0"
"5146",5036325,2,0,1,0,112500,NA,1,"0"
"5147",5036326,2,0,1,0,112500,NA,1,"0"
"5148",5036357,2,0,1,0,112500,2,1,"0"
"5149",5036358,2,0,1,0,112500,2,1,"0"
"5150",5036359,2,0,1,0,112500,2,1,"0"
"5151",5036360,2,0,1,0,112500,2,1,"0"
"5152",5036396,2,1,1,0,112500,2,2,"1"
"5153",5036397,2,1,1,0,112500,2,2,"1"
"5154",5036398,2,1,1,0,112500,2,2,"1"
"5155",5036399,2,1,1,0,112500,2,2,"1"
"5156",5036400,2,1,1,0,112500,2,2,"1"
"5157",5036401,2,1,1,0,112500,2,2,"0"
"5158",5036402,2,1,1,0,112500,2,2,"1"
"5159",5036403,2,1,1,0,112500,2,2,"1"
"5160",5036404,2,1,1,0,112500,2,2,"1"
"5161",5036405,2,1,1,0,112500,2,2,"1"
"5162",5036406,2,1,1,0,112500,2,2,"1"
"5163",5036407,2,1,1,0,112500,2,2,"1"
"5164",5036408,2,1,1,0,112500,2,2,"1"
"5165",5036442,2,0,1,0,157500,2,2,"0"
"5166",5036444,2,0,1,0,157500,2,2,"0"
"5167",5036445,2,0,1,0,157500,2,2,"0"
"5168",5036446,2,0,1,0,157500,2,2,"0"
"5169",5036455,2,1,0,0,135000,2,2,"0"
"5170",5036459,2,1,0,0,157500,2,2,"1"
"5171",5036464,2,1,0,0,360000,2,2,"0"
"5172",5036465,2,1,0,0,360000,2,2,"0"
"5173",5036466,2,1,0,1,112500,2,3,"0"
"5174",5036467,2,1,0,1,112500,2,3,"0"
"5175",5036469,1,1,0,0,112500,NA,2,"1"
"5176",5036474,1,1,0,2,180000,2,4,"1"
"5177",5036475,2,0,0,0,157500,2,2,"0"
"5178",5036478,2,1,1,0,112500,2,2,"0"
"5179",5036480,1,0,0,0,378000,2,2,"0"
"5180",5036483,1,0,0,1,135000,2,3,"0"
"5181",5036484,1,0,0,1,135000,2,3,"0"
"5182",5036485,2,0,0,0,270000,NA,1,"0"
"5183",5036488,2,0,1,0,292500,2,2,"0"
"5184",5036489,2,0,1,0,292500,2,2,"0"
"5185",5036490,2,0,0,1,189000,2,2,"0"
"5186",5036492,1,1,0,1,157500,2,3,"1"
"5187",5036496,1,0,0,1,202500,2,3,"0"
"5188",5036498,1,1,0,0,540000,2,2,"0"
"5189",5036499,2,1,0,0,225000,2,2,"0"
"5190",5036501,1,0,0,2,315000,2,4,"1"
"5191",5036503,2,1,0,1,450000,NA,2,"0"
"5192",5036504,2,1,0,0,112500,2,2,"0"
"5193",5036508,2,0,0,0,234135,2,2,"1"
"5194",5036511,2,1,0,0,270000,NA,1,"0"
"5195",5036512,2,1,0,0,270000,NA,1,"0"
"5196",5036513,2,1,0,0,247500,2,1,"0"
"5197",5036515,1,1,0,2,450000,2,4,"0"
"5198",5036516,1,1,0,1,112500,2,3,"0"
"5199",5036517,2,0,0,4,171000,2,6,"0"
"5200",5036518,2,0,0,1,180000,2,3,"0"
"5201",5036520,2,0,0,0,180000,2,2,"0"
"5202",5036523,1,0,0,0,180000,2,2,"0"
"5203",5036525,2,0,0,0,117000,2,2,"0"
"5204",5036526,2,0,0,0,117000,2,2,"0"
"5205",5036527,1,1,0,1,135000,2,3,"0"
"5206",5036530,1,1,0,3,225000,2,5,"0"
"5207",5036531,2,1,0,0,315000,2,2,"0"
"5208",5036534,1,1,0,0,202500,2,2,"0"
"5209",5036538,2,0,0,0,216000,2,1,"0"
"5210",5036539,2,0,0,0,157500,2,2,"0"
"5211",5036540,2,0,0,1,117000,2,3,"1"
"5212",5036541,1,1,0,0,85500,2,2,"0"
"5213",5036542,1,1,0,2,180000,2,4,"1"
"5214",5036544,1,1,0,0,180000,2,2,"0"
"5215",5036546,1,1,0,0,202500,NA,1,"0"
"5216",5036550,1,1,0,2,270000,2,4,"0"
"5217",5036552,2,0,0,0,90000,NA,1,"0"
"5218",5036557,2,0,0,1,72000,2,3,"0"
"5219",5036558,2,0,0,1,157500,2,3,"0"
"5220",5036567,2,0,0,0,315000,2,2,"0"
"5221",5036570,1,0,0,0,225000,2,2,"0"
"5222",5036572,1,1,0,0,360000,NA,1,"0"
"5223",5036573,2,0,0,0,225000,2,2,"0"
"5224",5036574,2,0,0,1,112500,2,3,"0"
"5225",5036575,1,1,0,0,202500,2,2,"0"
"5226",5036577,1,1,0,0,135000,2,2,"0"
"5227",5036580,2,0,1,2,81000,2,4,"0"
"5228",5036581,1,0,1,0,90000,2,2,"0"
"5229",5036584,2,1,1,0,157500,2,2,"0"
"5230",5036585,1,1,1,0,202500,NA,1,"0"
"5231",5036586,1,0,0,0,166500,NA,1,"0"
"5232",5036590,1,1,1,0,292500,2,2,"1"
"5233",5036592,2,0,0,0,135000,NA,1,"0"
"5234",5036593,1,1,1,2,90000,2,4,"0"
"5235",5036594,2,0,1,1,270000,2,2,"0"
"5236",5036595,2,0,1,0,157500,2,2,"1"
"5237",5036596,2,0,0,1,76500,2,3,"0"
"5238",5036599,1,0,1,1,126000,2,3,"0"
"5239",5036606,2,1,1,2,180000,2,4,"0"
"5240",5036607,1,1,0,2,225000,2,4,"0"
"5241",5036609,2,0,1,0,279000,2,2,"0"
"5242",5036610,1,1,1,0,157500,2,2,"0"
"5243",5036613,2,0,1,2,81000,2,4,"0"
"5244",5036614,1,0,0,0,270000,2,2,"0"
"5245",5036615,2,0,1,1,135000,2,3,"0"
"5246",5036619,1,0,1,0,180000,2,2,"0"
"5247",5036620,1,0,1,0,180000,2,2,"0"
"5248",5036621,2,1,1,0,157500,2,2,"1"
"5249",5036622,1,1,1,1,180000,2,3,"0"
"5250",5036623,1,1,1,1,180000,2,3,"0"
"5251",5036625,1,0,0,1,135000,2,3,"1"
"5252",5036626,1,0,0,1,135000,2,3,"0"
"5253",5036627,1,0,0,1,135000,2,3,"0"
"5254",5036630,1,1,1,0,405000,NA,1,"0"
"5255",5036631,2,0,1,1,121500,2,2,"0"
"5256",5036632,2,0,1,0,189000,2,2,"0"
"5257",5036633,1,1,1,0,184500,2,2,"0"
"5258",5036643,2,1,0,0,135000,2,2,"1"
"5259",5036644,2,1,0,0,135000,2,2,"1"
"5260",5036645,1,1,0,0,202500,2,2,"0"
"5261",5036647,2,0,0,0,202500,2,2,"1"
"5262",5036648,2,0,0,0,202500,2,2,"0"
"5263",5036657,2,0,1,1,81000,2,3,"0"
"5264",5036662,2,0,0,0,74061,NA,1,"0"
"5265",5036676,2,0,0,1,180000,NA,2,"0"
"5266",5036677,2,0,1,0,121500,2,2,"0"
"5267",5036678,2,0,1,0,121500,2,2,"0"
"5268",5036679,2,0,1,0,121500,2,2,"0"
"5269",5036681,1,1,0,1,103500,2,3,"0"
"5270",5036683,1,0,0,1,225000,2,3,"0"
"5271",5036684,1,1,1,0,270000,2,2,"0"
"5272",5036685,2,0,1,1,130500,NA,2,"0"
"5273",5036687,1,0,1,1,202500,2,3,"0"
"5274",5036688,1,0,1,1,202500,2,3,"0"
"5275",5036690,2,0,1,1,67500,2,3,"0"
"5276",5036691,2,0,1,1,67500,2,3,"0"
"5277",5036694,2,0,1,0,180000,NA,1,"0"
"5278",5036695,2,0,0,0,112500,NA,1,"0"
"5279",5036697,2,0,1,0,112500,2,2,"0"
"5280",5036699,1,0,1,0,225000,2,2,"0"
"5281",5036702,2,0,1,1,180000,2,3,"0"
"5282",5036704,2,1,1,0,157500,2,2,"0"
"5283",5036707,1,1,1,0,180000,2,2,"0"
"5284",5036708,1,1,1,0,180000,2,2,"0"
"5285",5036710,1,0,1,0,270000,2,2,"0"
"5286",5036711,1,0,1,0,270000,2,2,"0"
"5287",5036715,1,0,1,1,225000,2,3,"0"
"5288",5036721,2,0,1,0,67500,2,2,"0"
"5289",5036724,2,1,1,2,117000,2,4,"0"
"5290",5036726,2,1,1,2,117000,2,4,"0"
"5291",5036728,1,1,1,0,126000,2,2,"0"
"5292",5036732,1,1,1,2,225000,2,4,"0"
"5293",5036733,1,1,1,2,225000,2,4,"0"
"5294",5036735,1,1,1,2,225000,2,4,"0"
"5295",5036737,2,0,1,2,225000,2,4,"0"
"5296",5036739,2,0,0,0,90000,2,1,"0"
"5297",5036742,2,0,1,0,135000,2,2,"0"
"5298",5036743,2,0,1,0,225000,2,2,"0"
"5299",5036750,2,0,1,0,90000,2,2,"0"
"5300",5036751,2,1,0,1,67500,2,3,"0"
"5301",5036754,2,1,0,0,103500,2,2,"0"
"5302",5036756,2,0,1,0,175500,2,2,"0"
"5303",5036757,2,0,1,0,175500,2,2,"0"
"5304",5036758,2,0,1,1,135000,2,3,"0"
"5305",5036761,2,0,1,0,90000,2,2,"0"
"5306",5036762,2,0,1,0,153000,2,2,"0"
"5307",5036763,2,0,1,2,121500,2,4,"1"
"5308",5036764,2,0,1,2,121500,2,4,"0"
"5309",5036765,2,0,0,1,112500,2,3,"0"
"5310",5036770,2,1,1,0,157500,2,2,"0"
"5311",5036772,2,1,1,0,157500,2,2,"0"
"5312",5036774,1,1,1,0,270000,2,2,"0"
"5313",5036777,1,1,1,2,225000,2,4,"0"
"5314",5036780,1,1,1,0,270000,2,2,"0"
"5315",5036781,1,1,1,1,168750,2,3,"0"
"5316",5036785,1,0,1,0,112500,2,2,"0"
"5317",5036788,2,1,1,0,225000,2,2,"1"
"5318",5036789,2,0,0,0,112500,2,2,"0"
"5319",5036790,2,0,0,0,112500,2,2,"0"
"5320",5036792,2,0,1,0,270000,NA,1,"0"
"5321",5036795,1,1,1,0,215100,2,2,"1"
"5322",5036796,1,1,0,1,225000,2,3,"0"
"5323",5036797,1,1,0,1,225000,2,3,"1"
"5324",5036801,1,0,0,0,148500,NA,1,"0"
"5325",5036806,1,1,1,2,472500,2,4,"0"
"5326",5036815,2,0,1,1,157500,2,3,"0"
"5327",5036816,2,1,1,0,450000,2,2,"0"
"5328",5036817,2,0,1,0,135000,2,2,"0"
"5329",5036822,2,0,0,0,112500,NA,1,"0"
"5330",5036827,2,0,1,0,112500,2,2,"0"
"5331",5036828,2,0,1,0,180000,2,2,"0"
"5332",5036830,2,1,1,0,175500,2,2,"0"
"5333",5036831,2,1,1,0,175500,2,2,"0"
"5334",5036832,2,1,1,0,175500,2,2,"0"
"5335",5036834,2,0,1,0,180000,2,2,"0"
"5336",5036836,2,0,1,1,247500,2,3,"0"
"5337",5036837,2,1,1,0,202500,2,2,"0"
"5338",5036839,2,0,1,0,157500,2,1,"0"
"5339",5036841,1,1,1,2,225000,2,4,"0"
"5340",5036846,2,1,1,0,315000,2,2,"0"
"5341",5036847,2,1,1,0,315000,2,2,"0"
"5342",5036848,2,0,1,1,135000,2,3,"0"
"5343",5036851,2,0,1,1,256500,2,3,"0"
"5344",5036852,2,0,1,0,180000,2,2,"0"
"5345",5036853,2,1,1,0,247500,2,2,"0"
"5346",5036854,2,1,1,0,247500,2,2,"0"
"5347",5036855,2,0,0,0,112500,2,1,"1"
"5348",5036857,2,0,1,0,121500,2,2,"0"
"5349",5036859,2,0,1,2,157500,2,4,"0"
"5350",5036860,1,0,1,0,67500,2,2,"0"
"5351",5036861,2,1,1,0,139500,2,2,"1"
"5352",5036862,2,1,1,0,139500,2,2,"0"
"5353",5036863,2,0,0,1,202500,2,2,"0"
"5354",5036868,2,0,1,1,157500,2,2,"0"
"5355",5036879,2,0,1,1,256500,2,3,"0"
"5356",5036880,2,0,1,0,180000,NA,1,"0"
"5357",5036884,1,1,1,0,180000,2,2,"0"
"5358",5036885,1,0,1,3,202500,2,5,"1"
"5359",5036895,2,0,1,2,99000,2,3,"0"
"5360",5036896,2,0,1,0,202500,2,2,"0"
"5361",5036897,2,0,1,0,202500,2,2,"0"
"5362",5036898,1,0,1,1,90000,2,3,"1"
"5363",5036903,1,1,0,0,202500,NA,1,"0"
"5364",5036906,2,0,1,0,112500,2,2,"0"
"5365",5036907,2,0,1,0,112500,2,2,"0"
"5366",5036908,1,1,1,1,270000,2,3,"0"
"5367",5036909,2,1,1,1,108000,2,3,"0"
"5368",5036910,2,1,1,1,108000,2,3,"0"
"5369",5036915,2,0,0,0,225000,2,2,"0"
"5370",5036916,2,0,0,0,112500,NA,1,"0"
"5371",5036917,2,0,0,0,112500,NA,1,"0"
"5372",5036921,2,0,1,0,225000,2,2,"0"
"5373",5036922,2,0,1,0,225000,2,2,"0"
"5374",5036923,2,0,1,0,225000,2,2,"0"
"5375",5036924,2,1,0,0,292500,2,2,"1"
"5376",5036925,2,1,1,0,157500,2,2,"1"
"5377",5036926,2,1,1,0,157500,2,2,"0"
"5378",5036931,2,1,1,2,157500,2,4,"0"
"5379",5036939,1,1,1,1,292500,2,3,"0"
"5380",5036940,2,0,1,0,391500,NA,1,"0"
"5381",5036943,2,0,1,0,391500,NA,1,"0"
"5382",5036944,1,1,1,0,202500,2,2,"0"
"5383",5036945,1,1,1,0,202500,2,2,"0"
"5384",5036947,2,1,1,0,270000,2,2,"0"
"5385",5036948,2,1,1,0,270000,2,2,"0"
"5386",5036951,1,1,1,0,157500,2,2,"0"
"5387",5036955,2,0,1,1,202500,2,3,"0"
"5388",5036956,2,0,1,1,202500,2,3,"0"
"5389",5036957,2,0,1,1,202500,2,3,"0"
"5390",5036958,1,1,1,1,135000,2,3,"0"
"5391",5036959,1,0,1,0,157500,2,2,"0"
"5392",5036960,1,0,1,0,157500,2,2,"0"
"5393",5036961,2,0,0,0,135000,2,2,"0"
"5394",5036963,2,0,1,0,90000,2,2,"0"
"5395",5036964,1,1,0,0,315000,2,2,"0"
"5396",5036967,1,1,1,0,270000,2,2,"0"
"5397",5036968,1,1,1,0,270000,2,2,"0"
"5398",5036969,1,1,0,0,292500,2,2,"0"
"5399",5036970,2,1,1,2,135000,2,4,"0"
"5400",5036971,2,1,1,2,135000,2,4,"0"
"5401",5036972,2,1,1,2,135000,2,4,"1"
"5402",5036974,2,0,1,0,121500,2,2,"0"
"5403",5036980,1,1,0,0,135000,NA,1,"0"
"5404",5036981,1,1,0,0,135000,NA,1,"0"
"5405",5036982,1,1,1,0,202500,2,2,"0"
"5406",5036983,2,0,0,0,202500,NA,1,"0"
"5407",5036984,2,0,0,0,202500,NA,1,"0"
"5408",5036985,2,1,1,0,112500,2,2,"0"
"5409",5036986,2,0,1,0,202500,2,2,"0"
"5410",5036987,2,0,1,1,135000,2,3,"0"
"5411",5036989,2,1,1,1,135000,NA,2,"0"
"5412",5036990,2,1,1,1,135000,NA,2,"0"
"5413",5036992,2,0,1,0,121500,2,2,"0"
"5414",5036993,2,0,1,0,121500,2,2,"0"
"5415",5036994,2,0,1,2,135000,2,4,"0"
"5416",5036995,2,0,1,2,135000,2,4,"0"
"5417",5037000,2,0,0,0,135000,2,2,"0"
"5418",5037001,2,0,0,0,135000,2,2,"0"
"5419",5037005,1,0,1,1,135000,2,3,"0"
"5420",5037010,2,0,1,0,135000,2,1,"0"
"5421",5037012,2,0,1,0,247500,2,2,"0"
"5422",5037017,2,1,1,1,157500,2,3,"0"
"5423",5037019,1,1,0,0,202500,2,2,"0"
"5424",5037020,1,1,0,0,202500,2,2,"0"
"5425",5037021,2,1,0,0,180000,2,2,"0"
"5426",5037022,2,0,1,2,157500,2,4,"0"
"5427",5037032,2,0,1,0,247500,2,2,"0"
"5428",5037034,2,0,1,2,166500,2,4,"0"
"5429",5037036,2,1,1,0,112500,NA,1,"1"
"5430",5037041,2,1,1,0,162000,2,2,"0"
"5431",5037042,2,0,1,0,180000,2,2,"0"
"5432",5037043,2,0,1,0,180000,2,2,"0"
"5433",5037044,1,1,1,0,135000,2,2,"0"
"5434",5037045,1,1,1,0,135000,2,2,"0"
"5435",5037046,1,1,1,0,135000,2,2,"0"
"5436",5037047,1,1,1,0,135000,2,2,"0"
"5437",5037048,1,1,1,0,135000,2,2,"1"
"5438",5037050,1,1,0,1,180000,2,3,"0"
"5439",5037052,2,1,1,0,270000,2,2,"1"
"5440",5037053,2,0,1,0,112500,2,1,"0"
"5441",5037054,1,1,1,0,265500,2,2,"0"
"5442",5037063,2,0,1,0,112500,2,2,"0"
"5443",5037064,2,0,1,0,112500,2,2,"0"
"5444",5037065,2,0,1,0,112500,2,2,"0"
"5445",5037073,1,1,1,1,225000,2,3,"0"
"5446",5037075,1,1,1,1,225000,2,3,"0"
"5447",5037080,2,0,1,2,225000,2,4,"0"
"5448",5037084,1,1,1,0,225000,2,2,"0"
"5449",5037089,2,1,1,2,180000,NA,3,"0"
"5450",5037091,1,0,1,0,157500,2,2,"0"
"5451",5037095,2,1,1,0,126000,NA,1,"0"
"5452",5037096,2,1,1,0,126000,NA,1,"0"
"5453",5037101,1,1,1,2,270000,2,4,"0"
"5454",5037103,2,0,1,0,193500,2,2,"1"
"5455",5037105,2,0,1,0,193500,2,2,"0"
"5456",5037107,2,0,0,1,405000,2,3,"0"
"5457",5037109,1,0,0,0,202500,2,2,"0"
"5458",5037113,1,1,1,1,225000,2,3,"0"
"5459",5037115,1,1,0,2,270000,2,4,"0"
"5460",5037116,1,1,0,2,270000,2,4,"0"
"5461",5037122,1,1,1,1,157500,2,3,"0"
"5462",5037124,2,0,1,1,67500,2,3,"0"
"5463",5037125,1,1,0,0,180000,2,2,"1"
"5464",5037132,2,0,1,1,85500,2,2,"1"
"5465",5037138,2,0,1,0,238500,2,2,"0"
"5466",5037149,2,0,1,1,112500,2,3,"0"
"5467",5037152,2,0,1,0,135000,2,2,"0"
"5468",5037156,1,0,1,0,360000,NA,1,"0"
"5469",5037159,2,0,1,0,270000,NA,1,"0"
"5470",5037161,1,1,1,1,171000,2,3,"0"
"5471",5037163,1,1,1,1,171000,2,3,"0"
"5472",5037170,2,0,1,0,162000,2,2,"0"
"5473",5037172,2,1,1,0,180000,2,2,"0"
"5474",5037176,2,0,1,1,337500,NA,2,"0"
"5475",5037179,2,0,1,0,180000,2,2,"0"
"5476",5037180,2,0,1,0,180000,2,2,"0"
"5477",5037181,2,0,1,0,180000,2,2,"0"
"5478",5037182,2,0,1,3,112500,2,4,"0"
"5479",5037187,2,1,1,0,405000,2,2,"0"
"5480",5037188,2,0,1,1,166500,NA,2,"0"
"5481",5037193,1,0,1,0,225000,2,2,"0"
"5482",5037198,1,1,1,1,180000,2,3,"1"
"5483",5037199,2,1,1,1,135000,2,3,"0"
"5484",5037202,2,1,1,1,112500,2,3,"0"
"5485",5037203,2,1,1,0,382500,2,2,"0"
"5486",5037205,1,0,1,3,180000,2,5,"0"
"5487",5037207,1,0,1,3,180000,2,5,"0"
"5488",5037208,1,0,1,3,180000,2,5,"0"
"5489",5037209,2,0,0,2,135000,2,4,"0"
"5490",5037212,1,1,1,0,292500,2,2,"0"
"5491",5037213,2,0,1,0,315000,2,2,"0"
"5492",5037218,2,1,1,1,135000,2,3,"0"
"5493",5037222,2,0,1,2,180000,2,4,"0"
"5494",5037223,1,1,0,1,270000,2,3,"0"
"5495",5037226,2,0,0,1,112500,2,3,"0"
"5496",5037227,2,0,1,0,157500,2,2,"0"
"5497",5037228,2,0,1,0,157500,2,2,"0"
"5498",5037229,2,0,0,0,364500,2,2,"0"
"5499",5037230,2,0,0,0,364500,2,2,"0"
"5500",5037231,2,0,1,0,76500,2,2,"0"
"5501",5037232,2,0,1,0,76500,2,2,"0"
"5502",5037238,1,1,1,2,225000,2,4,"0"
"5503",5037239,1,1,1,2,225000,2,4,"0"
"5504",5037240,2,0,0,0,144000,2,2,"0"
"5505",5037241,2,1,1,0,247500,2,2,"0"
"5506",5037242,2,0,1,0,220500,2,2,"0"
"5507",5037247,1,1,1,2,112500,2,4,"1"
"5508",5037248,1,1,0,0,135000,2,2,"0"
"5509",5037249,1,0,0,0,112500,NA,1,"1"
"5510",5037250,1,0,0,0,112500,NA,1,"1"
"5511",5037252,2,0,1,0,157500,2,2,"0"
"5512",5037253,2,0,1,0,157500,2,2,"0"
"5513",5037254,1,0,0,0,166500,NA,1,"0"
"5514",5037255,2,0,1,0,202500,2,2,"0"
"5515",5037257,2,0,1,0,157500,2,2,"1"
"5516",5037259,2,0,1,1,135000,2,3,"0"
"5517",5037261,2,0,1,0,135000,2,2,"0"
"5518",5037262,2,0,1,0,135000,2,2,"0"
"5519",5037264,2,1,1,1,135000,2,3,"1"
"5520",5037265,2,0,0,2,247500,NA,3,"0"
"5521",5037266,1,1,0,0,225000,NA,1,"1"
"5522",5037268,2,0,1,0,112500,2,2,"0"
"5523",5037270,2,0,1,0,337500,2,2,"0"
"5524",5037273,2,0,1,0,180000,NA,1,"1"
"5525",5037275,1,0,0,0,225000,NA,1,"0"
"5526",5037277,1,1,1,0,135000,2,2,"1"
"5527",5037292,2,0,1,2,270000,2,4,"0"
"5528",5037293,2,0,1,2,270000,2,4,"0"
"5529",5037296,2,0,1,0,265500,2,2,"0"
"5530",5037298,2,0,1,1,180000,2,3,"0"
"5531",5037299,1,0,1,0,90000,NA,1,"0"
"5532",5037300,2,0,1,0,135000,2,2,"0"
"5533",5037301,2,0,1,0,135000,2,2,"0"
"5534",5037302,2,0,1,0,135000,2,2,"0"
"5535",5037303,1,1,1,0,270000,NA,1,"0"
"5536",5037304,1,1,1,0,90000,2,2,"0"
"5537",5037305,2,1,1,0,661500,2,2,"0"
"5538",5038505,2,0,1,0,103500,2,2,"1"
"5539",5038506,2,0,1,0,103500,2,2,"0"
"5540",5038508,2,0,1,0,103500,2,2,"0"
"5541",5038509,2,0,1,0,103500,2,2,"0"
"5542",5038510,2,0,1,0,103500,2,2,"0"
"5543",5038511,2,0,1,0,103500,2,2,"0"
"5544",5038512,2,0,1,0,103500,2,2,"0"
"5545",5038513,2,0,1,0,103500,2,2,"0"
"5546",5038514,2,0,1,0,103500,2,2,"0"
"5547",5038516,2,0,1,0,103500,2,2,"0"
"5548",5038517,2,0,1,0,103500,2,2,"0"
"5549",5038518,2,0,1,0,103500,2,2,"0"
"5550",5038519,2,0,1,0,103500,2,2,"0"
"5551",5038523,1,0,1,1,112500,2,3,"0"
"5552",5038524,1,0,1,1,112500,2,3,"0"
"5553",5038525,1,0,1,1,112500,2,3,"0"
"5554",5038526,1,0,1,1,112500,2,3,"0"
"5555",5038532,1,0,0,2,202500,2,4,"0"
"5556",5038533,1,0,0,2,202500,2,4,"0"
"5557",5038534,2,1,1,0,112500,2,2,"0"
"5558",5038535,2,1,1,0,112500,2,2,"0"
"5559",5038537,2,0,1,0,135000,2,2,"0"
"5560",5038538,2,0,1,0,135000,2,2,"0"
"5561",5038540,2,0,1,0,135000,2,2,"0"
"5562",5038541,2,0,1,0,135000,2,2,"0"
"5563",5038542,1,1,0,0,225000,2,2,"0"
"5564",5038543,1,1,0,0,225000,2,2,"0"
"5565",5038544,1,1,0,0,225000,2,2,"1"
"5566",5038545,1,1,0,0,225000,2,2,"0"
"5567",5038546,1,1,0,0,225000,2,2,"0"
"5568",5038547,1,1,0,0,225000,2,2,"0"
"5569",5038548,1,1,0,0,225000,2,2,"1"
"5570",5038549,1,1,0,0,225000,2,2,"0"
"5571",5038550,1,1,0,0,225000,2,2,"0"
"5572",5038553,1,1,1,2,180000,2,4,"0"
"5573",5038554,1,1,1,2,180000,2,4,"0"
"5574",5038555,1,1,1,2,180000,2,4,"0"
"5575",5038556,1,1,1,2,180000,2,4,"0"
"5576",5038557,1,1,1,2,180000,2,4,"0"
"5577",5038559,2,0,1,1,112500,NA,2,"1"
